timestamp,park_name,attraction_name,posted_wait_time_min,temp_c,precip_mm,weather_condition,day_of_week,hour_of_day
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Talocan,0,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,De Vliegende Hollander,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Fabula,10,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Tittle Tattle Tree,5,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Archipel,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Vogel Rok,20,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Würmling Express,0,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,The Six Swans,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Joris en de Draak,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Monorail,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Bolles Flugschule,5,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Danse Macabre Single-rider,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Anton Pieck Plein,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Kinderspoor,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Badhuys indoor splash pool,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Pferdekarussell,5,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,De Oude Tufferbaan,10,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Danse Macabre,40,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Fairytale Forest,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Raik,0,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Fata Morgana,15,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Symbolica Single-rider,5,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Winja‘s Force,60,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Crazy Bats,35,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Nest!,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Berliner Eislaufen,5,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Volkvanlaaf,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Joris en de Draak Single-rider,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Tikal,35,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Droomvlucht,20,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Gondoletta,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Wellenflug,10,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Black Mamba,45,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Feng Ju Palace,20,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Wözl‘s Wassertreter,0,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,River Quest,0,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Python,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Maus au Chocolat,0,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Winja‘s Fear,60,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Stoomtrein Ruigrijk,25,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Max & Moritz,10,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Bolles Riesenrad,5,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Stoomtrein Marerijk,25,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Kindervreugd,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Sirocco,5,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Halve Maen,5,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Villa Volta,5,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Carnaval Festival,15,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Diorama,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Max & Moritz Single-rider,10,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Wakobato,0,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,F.L.Y.,0,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Baron 1898,25,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Piraña,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Deep in Africa – Adventure Trail,0,-1.8,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,EFTELING,Python Single-rider,0,-2.3,0.0,Overcast,6,11
2026-01-10 11:50:23.294571+00:00,PHANTASIALAND,Colorado Adventure,45,-1.8,0.0,Overcast,6,11
2026-01-10 12:00:23.671555+00:00,EFTELING,Max & Moritz Single-rider,10,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Droomvlucht,20,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Efteling Museum,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Python,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Chiapas - DIE Wasserbahn,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Pagode,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Nest!,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Symbolica,30,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Bumper Klumpen,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Bolles Riesenrad,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Wözl‘s Duck Washer,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Fata Morgana,10,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Wellenflug,10,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Python Single-rider,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Avoras,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Wözl‘s Wassertreter,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Stoomtrein Ruigrijk,25,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Baron 1898,25,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Badhuys indoor splash pool,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Taron,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Droomvlucht VR,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Anton Pieck Plein,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Der lustige Papagei,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,River Quest,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Talocan,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Würmling Express,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,F.L.Y.,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Joris en de Draak,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Halve Maen,5,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Vogel Rok,20,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Mystery Castle,40,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Max & Moritz,10,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Baron 1898 Single-rider,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,De Vliegende Hollander,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Danse Macabre,40,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Piraña,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Berliner Eislaufen,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Deep in Africa – Adventure Trail,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Raik,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Crazy Bats,50,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Archipel,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Geister Rikscha,10,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Stoomcarrousel,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Pferdekarussell,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Monorail,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Danse Macabre Single-rider,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Kinderspoor,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Das verrückte Hotel Tartüff,25,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,De Oude Tufferbaan,10,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,De Vliegende Hollander Single-rider,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Wupi‘s Wabi Wipper,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Wakobato,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Diorama,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Stoomtrein Marerijk,25,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Sirocco,5,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Die fröhliche Bienchenjagd,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Kleuterhof,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Winja‘s Fear,60,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Maus au Chocolat,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Kindervreugd,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Villa Volta,5,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Carnaval Festival,15,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Colorado Adventure,45,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Tittle Tattle Tree,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Fabula,10,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Bolles Flugschule,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Tikal,35,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Feng Ju Palace,20,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Wirtl‘s Taubenturm,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Joris en de Draak Single-rider,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Gondoletta,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,The Six Swans,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Winja‘s Force,60,-1.8,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Symbolica Single-rider,5,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Volkvanlaaf,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,EFTELING,Fairytale Forest,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:00:23.671555+00:00,PHANTASIALAND,Black Mamba,45,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Kleuterhof,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Joris en de Draak Single-rider,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Halve Maen,5,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Wözl‘s Duck Washer,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,F.L.Y.,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Stoomtrein Marerijk,25,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Winja‘s Fear,60,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Volkvanlaaf,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Efteling Museum,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Maus au Chocolat,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Max & Moritz Single-rider,5,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Kindervreugd,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Fata Morgana,5,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Bolles Riesenrad,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Pagode,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Python,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Symbolica,30,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Raik,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Colorado Adventure,45,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Talocan,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Nest!,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Diorama,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Fabula,10,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Bumper Klumpen,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,De Vliegende Hollander,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Danse Macabre,35,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Mystery Castle,40,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Vogel Rok,20,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Archipel,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Geister Rikscha,10,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Joris en de Draak,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Stoomcarrousel,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Würmling Express,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,The Six Swans,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Anton Pieck Plein,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Bolles Flugschule,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Wakobato,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Tikal,35,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Danse Macabre Single-rider,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Taron,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Droomvlucht,25,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Das verrückte Hotel Tartüff,25,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Gondoletta,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Chiapas - DIE Wasserbahn,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Piraña,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,De Oude Tufferbaan,10,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Wupi‘s Wabi Wipper,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Stoomtrein Ruigrijk,25,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Baron 1898,25,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Wirtl‘s Taubenturm,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Wellenflug,10,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Crazy Bats,50,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Carnaval Festival,15,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Badhuys indoor splash pool,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Baron 1898 Single-rider,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Berliner Eislaufen,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Max & Moritz,10,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Pferdekarussell,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Tittle Tattle Tree,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Die fröhliche Bienchenjagd,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Sirocco,5,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Droomvlucht VR,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Symbolica Single-rider,5,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Fairytale Forest,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Black Mamba,45,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Der lustige Papagei,5,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Kinderspoor,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Villa Volta,5,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Avoras,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Deep in Africa – Adventure Trail,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Winja‘s Force,60,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,River Quest,0,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,Python Single-rider,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,EFTELING,De Vliegende Hollander Single-rider,0,-2.3,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Feng Ju Palace,20,-1.8,0.0,Overcast,6,12
2026-01-10 12:10:24.117294+00:00,PHANTASIALAND,Wözl‘s Wassertreter,0,-1.8,0.0,Overcast,6,12
